,_id,VinVehicle,Timestamp,Driver,Odometer,LifeConsumption,Position_lon,Position_lat,Position_altitude,Position_heading,Position_speed,Position_satellites,MessageDate
14,6012ce7606a875e80c1ad201,VIN00000000000007,1590996600,Driver07,1000137000,1333377000,7.551427139103166,44.82438923055223,200.0,20.01,27,3,2020-06-01T09:30:00
15,6012ce7606a875e80c1ad206,VIN00000000000007,1590998400,Driver07,1000138000,1333426000,-1.0,-1.0,182.0,20.01,93,2,2020-06-01T10:00:00
16,6012ce7606a875e80c1ad20b,VIN00000000000007,1591000200,Driver07,1000138000,1333450000,7.593681530981515,44.8911764331312,170.0,20.01,87,5,2020-06-01T10:30:00
17,6012ce7606a875e80c1ad210,VIN00000000000007,1591002000,Driver07,1000144000,1333452000,7.628642731511237,44.721224764962464,164.0,20.01,10,6,2020-06-01T11:00:00
18,6012ce7606a875e80c1ad215,VIN00000000000007,1591003800,Driver07,1000157000,1333483000,7.659357130609211,44.71882864853724,154.0,20.01,23,4,2020-06-01T11:30:00
19,6012ce7606a875e80c1ad21a,VIN00000000000007,1591005600,Driver07,1000161000,1333513000,7.684440646064732,44.77715045359916,135.0,20.01,80,5,2020-06-01T12:00:00
20,6012ce7606a875e80c1ad21f,VIN00000000000007,1591007400,Driver07,1000168000,1333525000,7.691542764870282,44.66932172105076,147.0,20.01,26,5,2020-06-01T12:30:00
21,6012ce7606a875e80c1ad224,VIN00000000000007,1591009200,Driver07,1000171000,1333573000,-1.0,-1.0,142.0,20.01,10,2,2020-06-01T13:00:00
22,6012ce7606a875e80c1ad229,VIN00000000000007,1591011000,Driver07,1000182000,1333584000,7.726504750890899,44.734951335078456,128.0,20.01,41,3,2020-06-01T13:30:00
23,6012ce7606a875e80c1ad22e,VIN00000000000007,1591012800,Driver07,1000182000,1333586000,7.707430162727914,44.743696952751634,111.0,20.01,28,5,2020-06-01T14:00:00
24,6012ce7606a875e80c1ad233,VIN00000000000007,1591014600,Driver07,1000187000,1333586000,7.671924704693719,44.93420048042978,99.0,20.01,56,6,2020-06-01T14:30:00
25,6012ce7606a875e80c1ad238,VIN00000000000007,1591016400,Driver07,1000192000,1333613000,7.691465034137707,44.764708860213005,101.0,20.01,36,6,2020-06-01T15:00:00
26,6012ce7606a875e80c1ad23d,VIN00000000000007,1591018200,Driver07,1000204000,1333623000,-1.0,-1.0,84.0,20.01,75,2,2020-06-01T15:30:00
27,6012ce7606a875e80c1ad242,VIN00000000000007,1591020000,Driver07,1000213000,1333656000,7.705627774603227,44.42646955784731,90.0,20.01,75,6,2020-06-01T16:00:00
28,6012ce7606a875e80c1ad247,VIN00000000000007,1591021800,Driver07,1000220000,1333701000,-1.0,-1.0,88.0,20.01,89,2,2020-06-01T16:30:00
29,6012ce7606a875e80c1ad24c,VIN00000000000007,1591023600,Driver07,1000224000,1333738000,-1.0,-1.0,90.0,20.01,90,2,2020-06-01T17:00:00
30,6012ce7606a875e80c1ad251,VIN00000000000007,1591025400,Driver07,1000227000,1333792000,7.691776219032717,44.44607517775833,93.0,20.01,64,4,2020-06-01T17:30:00
31,6012ce7606a875e80c1ad256,VIN00000000000007,1591027200,Driver07,1000230000,1333797000,7.657470252226757,44.62491241232414,89.0,20.01,10,3,2020-06-01T18:00:00
32,6012ce7606a875e80c1ad25b,VIN00000000000007,1591029000,Driver07,1000244000,1333838000,-1.0,-1.0,97.0,20.01,21,1,2020-06-01T18:30:00
33,6012ce7606a875e80c1ad260,VIN00000000000007,1591030800,Driver07,1000244000,1333879000,7.718271629967188,44.80925167080618,103.0,20.01,46,6,2020-06-01T19:00:00
34,6012ce7606a875e80c1ad265,VIN00000000000007,1591032600,Driver07,1000254000,1333933000,7.722780061524709,44.75250254186,91.0,20.01,70,5,2020-06-01T19:30:00
35,6012ce7606a875e80c1ad26a,VIN00000000000007,1591034400,Driver07,1000268000,1333970000,7.697838555917943,44.82263045168899,86.0,20.01,27,5,2020-06-01T20:00:00
36,6012ce7606a875e80c1ad26f,VIN00000000000007,1591036200,Driver07,1000273000,1333994000,-1.0,-1.0,78.0,20.01,28,2,2020-06-01T20:30:00
37,6012ce7606a875e80c1ad274,VIN00000000000007,1591038000,Driver07,1000275000,1334027000,7.706009427186415,44.91816108850477,97.0,20.01,56,6,2020-06-01T21:00:00
38,6012ce7606a875e80c1ad279,VIN00000000000007,1591039800,Driver07,1000287000,1334066000,7.691853556719321,45.01217286632024,104.0,20.01,14,6,2020-06-01T21:30:00
39,6012ce7606a875e80c1ad27e,VIN00000000000007,1591043400,Driver07,1000317000,1334118000,-1.0,-1.0,96.0,20.01,43,2,2020-06-01T22:30:00
40,6012ce7606a875e80c1ad283,VIN00000000000007,1591047000,Driver07,1000329000,1334167000,-1.0,-1.0,101.0,20.01,64,2,2020-06-01T23:30:00
41,6012ce7606a875e80c1ad288,VIN00000000000007,1591050600,Driver07,1000351000,1334185000,-1.0,-1.0,119.0,20.01,33,2,2020-06-02T00:30:00
42,6012ce7606a875e80c1ad28d,VIN00000000000007,1591052400,Driver07,1000359000,1334198000,-1.0,-1.0,135.0,20.01,76,2,2020-06-02T01:00:00
43,6012ce7606a875e80c1ad292,VIN00000000000007,1591054200,Driver07,1000368000,1334211000,7.777515718939242,45.53649466234263,121.0,20.01,43,4,2020-06-02T01:30:00
44,6012ce7606a875e80c1ad297,VIN00000000000007,1591056000,Driver07,1000380000,1334225000,7.799793355408272,45.60204284514578,133.0,20.01,94,3,2020-06-02T02:00:00
45,6012ce7606a875e80c1ad29c,VIN00000000000007,1591057800,Driver07,1000388000,1334264000,-1.0,-1.0,145.0,20.01,17,2,2020-06-02T02:30:00
46,6012ce7606a875e80c1ad2a1,VIN00000000000007,1591066800,Driver07,1000429000,1334317000,-1.0,-1.0,136.0,20.01,71,1,2020-06-02T05:00:00
47,6012ce7606a875e80c1ad2a6,VIN00000000000007,1591068600,Driver07,1000438000,1334336000,-1.0,-1.0,130.0,20.01,26,1,2020-06-02T05:30:00
48,6012ce7606a875e80c1ad2ab,VIN00000000000007,1591072200,Driver07,1000459000,1334363000,7.707053568816436,45.38628023630952,138.0,20.01,77,6,2020-06-02T06:30:00
49,6012ce7606a875e80c1ad2b1,VIN00000000000007,1591074000,Driver07,1000468000,1334391000,7.691044122609137,45.349884592968046,146.0,20.01,46,5,2020-06-02T07:00:00
50,6012ce7606a875e80c1ad2b6,VIN00000000000007,1591077600,Driver07,1000488000,1334471000,7.652547484398624,45.22441130938817,119.0,20.01,31,4,2020-06-02T08:00:00
51,6012ce7606a875e80c1ad2bb,VIN00000000000007,1591081200,Driver07,1000502000,1334534000,-1.0,-1.0,105.0,20.01,57,2,2020-06-02T09:00:00
52,6012ce7606a875e80c1ad2c0,VIN00000000000007,1591083000,Driver07,1000510000,1334553000,7.697101640163478,45.08174486661255,110.0,20.01,79,3,2020-06-02T09:30:00
53,6012ce7606a875e80c1ad2c5,VIN00000000000007,1591106400,Driver07,1000591000,1334874000,-1.0,-1.0,66.0,20.01,25,2,2020-06-02T16:00:00
54,6012ce7606a875e80c1ad2ca,VIN00000000000007,1591110000,Driver07,1000596000,1334904000,7.697537439983427,44.92440344372137,47.0,20.01,19,4,2020-06-02T17:00:00
55,6012ce7606a875e80c1ad2cf,VIN00000000000007,1591115400,Driver07,1000616000,1335021000,7.619149525300258,45.30413555872249,48.0,20.01,61,6,2020-06-02T18:30:00
56,6012ce7606a875e80c1ad2d4,VIN00000000000007,1591119000,Driver07,1000619000,1335069000,7.606217206272598,45.54719560858192,38.0,20.01,16,6,2020-06-02T19:30:00
57,6012ce7606a875e80c1ad2d9,VIN00000000000007,1591126200,Driver07,1000660000,1335221000,7.553009907217032,45.98755966685868,28.0,20.01,48,6,2020-06-02T21:30:00
58,6012ce7606a875e80c1ad2de,VIN00000000000007,1591128000,Driver07,1000666000,1335259000,7.539198154055785,45.98735993884758,28.0,20.01,99,5,2020-06-02T22:00:00
59,6012ce7606a875e80c1ad2e3,VIN00000000000007,1591138800,Driver07,1000713000,1335394000,7.548503560886727,45.81814505583007,43.0,20.01,12,5,2020-06-03T01:00:00
60,6012ce7606a875e80c1ad2e8,VIN00000000000007,1591144200,Driver07,1000740000,1335439000,-1.0,-1.0,48.0,20.01,76,1,2020-06-03T02:30:00
61,6012ce7606a875e80c1ad2ed,VIN00000000000007,1591146000,Driver07,1000750000,1335465000,7.523793012486681,46.37156322079285,63.0,20.01,54,4,2020-06-03T03:00:00
62,6012ce7606a875e80c1ad2f2,VIN00000000000007,1591149600,Driver07,1000766000,1335535000,7.481451952803318,46.37223938027217,55.0,20.01,87,4,2020-06-03T04:00:00
63,6012ce7606a875e80c1ad2f7,VIN00000000000007,1591151400,Driver07,1000780000,1335565000,7.473617777153398,46.32290589669402,64.0,20.01,40,3,2020-06-03T04:30:00
64,6012ce7606a875e80c1ad2fc,VIN00000000000007,1591153200,Driver07,1000792000,1335615000,7.51135913840079,46.35018211089953,82.0,20.01,37,4,2020-06-03T05:00:00
65,6012ce7606a875e80c1ad301,VIN00000000000007,1591156800,Driver07,1000811000,1335673000,-1.0,-1.0,73.0,20.01,68,1,2020-06-03T06:00:00
66,6012ce7606a875e80c1ad306,VIN00000000000007,1591158600,Driver07,1000814000,1335686000,7.488264225998371,46.03296986840325,63.0,20.01,57,3,2020-06-03T06:30:00
67,6012ce7606a875e80c1ad30b,VIN00000000000007,1591164000,Driver07,1000833000,1335769000,7.5361997605071105,46.2059685590385,61.0,20.01,54,4,2020-06-03T08:00:00
68,6012ce7606a875e80c1ad310,VIN00000000000007,1591167600,Driver07,1000854000,1335821000,-1.0,-1.0,57.0,20.01,61,1,2020-06-03T09:00:00
69,6012ce7606a875e80c1ad315,VIN00000000000007,1591169400,Driver07,1000863000,1335872000,7.5446612133206274,46.21174756978338,40.0,20.01,19,5,2020-06-03T09:30:00
70,6012ce7606a875e80c1ad31a,VIN00000000000007,1591171200,Driver07,1000863000,1335893000,-1.0,-1.0,51.0,20.01,25,1,2020-06-03T10:00:00
71,6012ce7606a875e80c1ad31f,VIN00000000000007,1591183800,Driver07,1000929000,1336081000,7.46691485532545,46.323069889840056,60.0,20.01,98,3,2020-06-03T13:30:00
72,6012ce7606a875e80c1ad324,VIN00000000000007,1591189200,Driver07,1000960000,1336188000,7.497412991090975,46.39250640857607,33.0,20.01,11,6,2020-06-03T15:00:00
73,6012ce7606a875e80c1ad329,VIN00000000000007,1591196400,Driver07,1000972000,1336372000,-1.0,-1.0,43.0,20.01,62,2,2020-06-03T17:00:00
74,6012ce7606a875e80c1ad32e,VIN00000000000007,1591201800,Driver07,1000989000,1336443000,-1.0,-1.0,29.0,20.01,40,2,2020-06-03T18:30:00
75,6012ce7606a875e80c1ad333,VIN00000000000007,1591205400,Driver07,1000997000,1336513000,7.402653428780458,45.958732315047385,7.0,20.01,63,3,2020-06-03T19:30:00
76,6012ce7606a875e80c1ad338,VIN00000000000007,1591207200,Driver07,1001005000,1336556000,-1.0,-1.0,9.0,20.01,58,1,2020-06-03T20:00:00
77,6012ce7606a875e80c1ad33d,VIN00000000000007,1591209000,Driver07,1001006000,1336566000,7.382095218143156,46.19315254922491,5.0,20.01,62,4,2020-06-03T20:30:00
78,6012ce7606a875e80c1ad342,VIN00000000000007,1591210800,Driver07,1001006000,1336617000,7.418458774638881,46.08376442306987,0.0,20.01,66,4,2020-06-03T21:00:00
79,6012ce7606a875e80c1ad347,VIN00000000000007,1591216200,Driver07,1001025000,1336671000,7.410712043169225,45.98764888914823,0.0,20.01,43,4,2020-06-03T22:30:00
80,6012ce7606a875e80c1ad34c,VIN00000000000007,1591219800,Driver07,1001039000,1336769000,7.3979028891079155,45.595901406290025,25.0,20.01,89,6,2020-06-03T23:30:00
81,6012ce7606a875e80c1ad351,VIN00000000000007,1591223400,Driver07,1001052000,1336808000,7.447975431898103,45.39580903490856,6.0,20.01,56,5,2020-06-04T00:30:00
82,6012ce7606a875e80c1ad356,VIN00000000000007,1591232400,Driver07,1001076000,1337027000,-1.0,-1.0,0.0,20.01,67,2,2020-06-04T03:00:00
83,6012ce7606a875e80c1ad35b,VIN00000000000007,1591241400,Driver07,1001108000,1337142000,7.601312590085902,44.814541558935694,0.0,20.01,76,6,2020-06-04T05:30:00
84,6012ce7606a875e80c1ad360,VIN00000000000007,1591243200,Driver07,1001123000,1337188000,-1.0,-1.0,0.0,20.01,81,1,2020-06-04T06:00:00
85,6012ce7606a875e80c1ad365,VIN00000000000007,1591245000,Driver07,1001127000,1337191000,7.598241541309781,44.87136455701816,0.0,20.01,23,3,2020-06-04T06:30:00
86,6012ce7606a875e80c1ad36a,VIN00000000000007,1591252200,Driver07,1001159000,1337294000,7.642698738001405,44.87657560373779,0.0,20.01,97,6,2020-06-04T08:30:00
87,6012ce7606a875e80c1ad36f,VIN00000000000007,1591257600,Driver07,1001177000,1337433000,-1.0,-1.0,0.0,20.01,80,1,2020-06-04T10:00:00
88,6012ce7606a875e80c1ad374,VIN00000000000007,1591261200,Driver07,1001188000,1337502000,7.622397622324788,44.47347151026162,0.0,20.01,28,6,2020-06-04T11:00:00
89,6012ce7606a875e80c1ad379,VIN00000000000007,1591264800,Driver07,1001217000,1337582000,7.5714834109632605,44.52889660747012,0.0,20.01,70,3,2020-06-04T12:00:00
90,6012ce7606a875e80c1ad37e,VIN00000000000007,1591266600,Driver07,1001227000,1337613000,7.554983967298512,44.426875922911,0.0,20.01,68,5,2020-06-04T12:30:00
91,6012ce7606a875e80c1ad383,VIN00000000000007,1591277400,Driver07,1001290000,1337768000,7.512461159623579,44.90230863945636,0.0,20.01,28,5,2020-06-04T15:30:00
92,6012ce7606a875e80c1ad388,VIN00000000000007,1591281000,Driver07,1001315000,1337826000,-1.0,-1.0,0.0,20.01,17,1,2020-06-04T16:30:00
93,6012ce7606a875e80c1ad38d,VIN00000000000007,1591282800,Driver07,1001329000,1337861000,7.442798210248394,44.7403380395849,0.0,20.01,86,6,2020-06-04T17:00:00
94,6012ce7606a875e80c1ad392,VIN00000000000007,1591286400,Driver07,1001341000,1337898000,7.438648329660161,44.8504086960807,2.0,20.01,83,6,2020-06-04T18:00:00
95,6012ce7706a875e80c1ad397,VIN00000000000007,1591290000,Driver07,1001361000,1337943000,7.438148608981949,44.95974262431619,0.0,20.01,85,4,2020-06-04T19:00:00
96,6012ce7706a875e80c1ad39c,VIN00000000000007,1591291800,Driver07,1001366000,1337946000,7.441579019893217,45.04433225016304,0.0,20.01,22,4,2020-06-04T19:30:00
97,6012ce7706a875e80c1ad3a1,VIN00000000000007,1591293600,Driver07,1001373000,1337992000,-1.0,-1.0,0.0,20.01,25,1,2020-06-04T20:00:00
98,6012ce7706a875e80c1ad3a6,VIN00000000000007,1591300800,Driver07,1001389000,1338107000,7.491613076572989,44.96323206939508,0.0,20.01,36,6,2020-06-04T22:00:00
99,6012ce7706a875e80c1ad3ab,VIN00000000000007,1591306200,Driver07,1001405000,1338172000,-1.0,-1.0,0.0,20.01,68,1,2020-06-04T23:30:00
100,6012ce7706a875e80c1ad3b0,VIN00000000000007,1591317000,Driver07,1001472000,1338244000,7.417382417933518,45.11840466855916,0.0,20.01,30,3,2020-06-05T02:30:00
101,6012ce7706a875e80c1ad3b5,VIN00000000000007,1591318800,Driver07,1001480000,1338266000,-1.0,-1.0,0.0,20.01,45,2,2020-06-05T03:00:00
102,6012ce7706a875e80c1ad3ba,VIN00000000000007,1591322400,Driver07,1001502000,1338326000,7.449718278201261,45.4288496577496,0.0,20.01,51,5,2020-06-05T04:00:00
103,6012ce7706a875e80c1ad3bf,VIN00000000000007,1591335000,Driver07,1001583000,1338525000,7.496691446962279,45.74605666998881,0.0,20.01,20,4,2020-06-05T07:30:00
104,6012ce7706a875e80c1ad3c4,VIN00000000000007,1591340400,Driver07,1001611000,1338612000,-1.0,-1.0,0.0,20.01,14,1,2020-06-05T09:00:00
105,6012ce7706a875e80c1ad3c9,VIN00000000000007,1591351200,Driver07,1001657000,1338772000,7.506149992206192,45.6396944364817,0.0,20.01,35,4,2020-06-05T12:00:00
106,6012ce7706a875e80c1ad3ce,VIN00000000000007,1591354800,Driver07,1001668000,1338842000,7.504831400293457,45.76874111336495,0.0,20.01,59,4,2020-06-05T13:00:00
107,6012ce7706a875e80c1ad3d3,VIN00000000000007,1591362000,Driver07,1001701000,1338981000,7.5282513264597055,45.92533094628529,0.0,20.01,32,3,2020-06-05T15:00:00
108,6012ce7706a875e80c1ad3d8,VIN00000000000007,1591369200,Driver07,1001733000,1339065000,7.488758159307333,46.29902048946386,0.0,20.01,31,6,2020-06-05T17:00:00
109,6012ce7706a875e80c1ad3dd,VIN00000000000007,1591374600,Driver07,1001769000,1339180000,7.537235694688323,46.41778152754864,0.0,20.01,43,3,2020-06-05T18:30:00
110,6012ce7706a875e80c1ad3e2,VIN00000000000007,1591380000,Driver07,1001790000,1339251000,7.529931782566545,46.64383762137479,0.0,20.01,75,5,2020-06-05T20:00:00
111,6012ce7706a875e80c1ad3e7,VIN00000000000007,1591385400,Driver07,1001817000,1339306000,7.500020568718099,46.81153391737229,0.0,20.01,78,4,2020-06-05T21:30:00
112,6012ce7706a875e80c1ad3ec,VIN00000000000007,1591387200,Driver07,1001828000,1339313000,7.4682031645646205,46.82344477689968,0.0,20.01,35,3,2020-06-05T22:00:00
113,6012ce7706a875e80c1ad3f1,VIN00000000000007,1591389000,Driver07,1001843000,1339323000,7.506886314400558,46.894944187669616,0.0,20.01,30,5,2020-06-05T22:30:00
114,6012ce7706a875e80c1ad3f6,VIN00000000000007,1591394400,Driver07,1001866000,1339403000,-1.0,-1.0,0.0,20.01,69,1,2020-06-06T00:00:00
115,6012ce7706a875e80c1ad3fb,VIN00000000000007,1591396200,Driver07,1001873000,1339437000,7.567013292829994,46.784122884324844,0.0,20.01,57,6,2020-06-06T00:30:00
116,6012ce7706a875e80c1ad400,VIN00000000000007,1591401600,Driver07,1001877000,1339537000,7.575820414616899,47.065455681260296,0.0,20.01,50,5,2020-06-06T02:00:00
117,6012ce7706a875e80c1ad405,VIN00000000000007,1591410600,Driver07,1001914000,1339694000,7.533978613172544,47.27885773442272,0.0,20.01,13,5,2020-06-06T04:30:00
118,6012ce7706a875e80c1ad40a,VIN00000000000007,1591412400,Driver07,1001920000,1339727000,-1.0,-1.0,0.0,20.01,40,1,2020-06-06T05:00:00
119,6012ce7706a875e80c1ad40f,VIN00000000000007,1591417800,Driver07,1001933000,1339783000,-1.0,-1.0,0.0,20.01,71,2,2020-06-06T06:30:00
120,6012ce7706a875e80c1ad414,VIN00000000000007,1591421400,Driver07,1001950000,1339852000,-1.0,-1.0,0.0,20.01,20,1,2020-06-06T07:30:00
121,6012ce7706a875e80c1ad419,VIN00000000000007,1591428600,Driver07,1001968000,1339948000,7.474928096719303,47.13276125506625,2.0,20.01,77,5,2020-06-06T09:30:00
122,6012ce7706a875e80c1ad41e,VIN00000000000007,1591432200,Driver07,1001981000,1340041000,7.539817196924964,47.24502891533059,19.0,20.01,87,3,2020-06-06T10:30:00
123,6012ce7706a875e80c1ad423,VIN00000000000007,1591435800,Driver07,1001998000,1340106000,-1.0,-1.0,21.0,20.01,26,2,2020-06-06T11:30:00
124,6012ce7706a875e80c1ad428,VIN00000000000007,1591439400,Driver07,1002010000,1340169000,7.590473342138357,47.52420400465696,37.0,20.01,31,5,2020-06-06T12:30:00
125,6012ce7706a875e80c1ad42d,VIN00000000000007,1591441200,Driver07,1002018000,1340180000,7.5990029335172355,47.58255810137533,20.0,20.01,22,5,2020-06-06T13:00:00
126,6012ce7706a875e80c1ad432,VIN00000000000007,1591448400,Driver07,1002049000,1340323000,7.535862681874347,47.41432072374002,0.0,20.01,73,3,2020-06-06T15:00:00
127,6012ce7706a875e80c1ad437,VIN00000000000007,1591453800,Driver07,1002066000,1340413000,7.545500062024983,47.31132800364114,0.0,20.01,13,4,2020-06-06T16:30:00
128,6012ce7706a875e80c1ad43c,VIN00000000000007,1591457400,Driver07,1002087000,1340426000,7.51971842349355,47.23686671531827,0.0,20.01,16,4,2020-06-06T17:30:00
129,6012ce7706a875e80c1ad441,VIN00000000000007,1591459200,Driver07,1002103000,1340472000,7.559504095145189,47.23374365001352,0.0,20.01,97,5,2020-06-06T18:00:00
130,6012ce7706a875e80c1ad446,VIN00000000000007,1591461000,Driver07,1002113000,1340473000,-1.0,-1.0,0.0,20.01,89,2,2020-06-06T18:30:00
131,6012ce7706a875e80c1ad44b,VIN00000000000007,1591462800,Driver07,1002126000,1340484000,7.628635878418055,47.43627196301996,0.0,20.01,31,5,2020-06-06T19:00:00
132,6012ce7706a875e80c1ad450,VIN00000000000007,1591464600,Driver07,1002137000,1340522000,7.653550133505557,47.58928503183324,0.0,20.01,55,6,2020-06-06T19:30:00
133,6012ce7706a875e80c1ad455,VIN00000000000007,1591479000,Driver07,1002201000,1340664000,-1.0,-1.0,0.0,20.01,53,1,2020-06-06T23:30:00
134,6012ce7706a875e80c1ad45a,VIN00000000000007,1591482600,Driver07,1002214000,1340722000,-1.0,-1.0,0.0,20.01,43,1,2020-06-07T00:30:00
135,6012ce7706a875e80c1ad45f,VIN00000000000007,1591489800,Driver07,1002241000,1340876000,-1.0,-1.0,4.0,20.01,68,2,2020-06-07T02:30:00
136,6012ce7706a875e80c1ad464,VIN00000000000007,1591491600,Driver07,1002249000,1340881000,7.73804793106449,47.42447692273039,13.0,20.01,65,6,2020-06-07T03:00:00
137,6012ce7706a875e80c1ad469,VIN00000000000007,1591493400,Driver07,1002251000,1340930000,-1.0,-1.0,1.0,20.01,35,2,2020-06-07T03:30:00
138,6012ce7706a875e80c1ad46e,VIN00000000000007,1591495200,Driver07,1002255000,1340949000,7.761621561411616,47.55169722417919,0.0,20.01,52,3,2020-06-07T04:00:00
139,6012ce7706a875e80c1ad473,VIN00000000000007,1591498800,Driver07,1002280000,1341021000,-1.0,-1.0,15.0,20.01,12,2,2020-06-07T05:00:00
140,6012ce7706a875e80c1ad478,VIN00000000000007,1591504200,Driver07,1002297000,1341107000,7.750430308581467,47.50466375460908,11.0,20.01,80,5,2020-06-07T06:30:00
141,6012ce7706a875e80c1ad47d,VIN00000000000007,1591509600,Driver07,1002311000,1341167000,7.802314344496796,47.28457415546736,8.0,20.01,49,3,2020-06-07T08:00:00
142,6012ce7706a875e80c1ad482,VIN00000000000007,1591511400,Driver07,1002311000,1341188000,-1.0,-1.0,6.0,20.01,76,1,2020-06-07T08:30:00
143,6012ce7706a875e80c1ad487,VIN00000000000007,1591513200,Driver07,1002316000,1341229000,7.813134967088939,47.28706983108388,9.0,20.01,44,5,2020-06-07T09:00:00
144,6012ce7706a875e80c1ad48c,VIN00000000000007,1591516800,Driver07,1002321000,1341310000,7.785100658067722,47.1490690732326,0.0,20.01,31,5,2020-06-07T10:00:00
145,6012ce7706a875e80c1ad491,VIN00000000000007,1591518600,Driver07,1002327000,1341331000,-1.0,-1.0,0.0,20.01,84,1,2020-06-07T10:30:00
146,6012ce7706a875e80c1ad496,VIN00000000000007,1591522200,Driver07,1002334000,1341349000,7.79844869455963,47.04745085029504,0.0,20.01,50,5,2020-06-07T11:30:00
147,6012ce7706a875e80c1ad49b,VIN00000000000007,1591540200,Driver07,1002435000,1341675000,-1.0,-1.0,0.0,20.01,22,1,2020-06-07T16:30:00
148,6012ce7706a875e80c1ad4a0,VIN00000000000007,1591542000,Driver07,1002451000,1341676000,-1.0,-1.0,0.0,20.01,52,1,2020-06-07T17:00:00
149,6012ce7706a875e80c1ad4a5,VIN00000000000007,1591545600,Driver07,1002466000,1341726000,-1.0,-1.0,0.0,20.01,31,1,2020-06-07T18:00:00
150,6012ce7706a875e80c1ad4aa,VIN00000000000007,1591547400,Driver07,1002482000,1341740000,7.798860434288303,47.12120254070457,0.0,20.01,12,3,2020-06-07T18:30:00
151,6012ce7706a875e80c1ad4af,VIN00000000000007,1591549200,Driver07,1002498000,1341748000,7.784679431224477,47.309754819480254,0.0,20.01,87,6,2020-06-07T19:00:00
152,6012ce7706a875e80c1ad4b4,VIN00000000000007,1591554600,Driver07,1002538000,1341819000,-1.0,-1.0,0.0,20.01,15,2,2020-06-07T20:30:00
153,6012ce7706a875e80c1ad4b9,VIN00000000000007,1591563600,Driver07,1002583000,1341993000,7.905479968637834,47.0607026077819,0.0,20.01,62,6,2020-06-07T23:00:00
154,6012ce7706a875e80c1ad4be,VIN00000000000007,1591565400,Driver07,1002585000,1342035000,7.935790568242384,47.14922647688073,0.0,20.01,47,3,2020-06-07T23:30:00
155,6012ce7706a875e80c1ad4c3,VIN00000000000007,1591570800,Driver07,1002625000,1342063000,7.8773755954549936,47.05009321087537,0.0,20.01,52,3,2020-06-08T01:00:00
156,6012ce7706a875e80c1ad4c8,VIN00000000000007,1591574400,Driver07,1002652000,1342122000,7.874333025547068,47.2722742567111,0.0,20.01,48,3,2020-06-08T02:00:00
157,6012ce7706a875e80c1ad4cd,VIN00000000000007,1591581600,Driver07,1002700000,1342229000,7.828912344469351,47.06763661037525,0.0,20.01,63,5,2020-06-08T04:00:00
