,_id,VinVehicle,Timestamp,Driver,Position_lon,Position_lat,Position_altitude,Position_heading,Position_speed,Position_satellites,MessageDate,DeltaOdometer,DeltaLifeConsumption
26,6012ce7606a875e80c1ad23f,VIN00000000000007,1591018200,Driver07,-1.0,-1.0,84.0,20.01,75,2,2020-06-01T15:30:00,12000,10000
27,6012ce7606a875e80c1ad244,VIN00000000000007,1591020000,Driver07,7.705627774603227,44.42646955784731,90.0,20.01,75,6,2020-06-01T16:00:00,9000,33000
28,6012ce7606a875e80c1ad249,VIN00000000000007,1591021800,Driver07,-1.0,-1.0,88.0,20.01,89,2,2020-06-01T16:30:00,7000,45000
29,6012ce7606a875e80c1ad24e,VIN00000000000007,1591023600,Driver07,-1.0,-1.0,90.0,20.01,90,2,2020-06-01T17:00:00,4000,37000
30,6012ce7606a875e80c1ad253,VIN00000000000007,1591025400,Driver07,7.691776219032717,44.44607517775833,93.0,20.01,64,4,2020-06-01T17:30:00,3000,54000
31,6012ce7606a875e80c1ad258,VIN00000000000007,1591027200,Driver07,7.657470252226757,44.62491241232414,89.0,20.01,10,3,2020-06-01T18:00:00,3000,5000
32,6012ce7606a875e80c1ad25d,VIN00000000000007,1591029000,Driver07,-1.0,-1.0,97.0,20.01,21,1,2020-06-01T18:30:00,14000,41000
33,6012ce7606a875e80c1ad262,VIN00000000000007,1591030800,Driver07,7.718271629967188,44.80925167080618,103.0,20.01,46,6,2020-06-01T19:00:00,0,41000
34,6012ce7606a875e80c1ad267,VIN00000000000007,1591032600,Driver07,7.722780061524709,44.75250254186,91.0,20.01,70,5,2020-06-01T19:30:00,10000,54000
35,6012ce7606a875e80c1ad26c,VIN00000000000007,1591034400,Driver07,7.697838555917943,44.82263045168899,86.0,20.01,27,5,2020-06-01T20:00:00,14000,37000
36,6012ce7606a875e80c1ad271,VIN00000000000007,1591036200,Driver07,-1.0,-1.0,78.0,20.01,28,2,2020-06-01T20:30:00,5000,24000
37,6012ce7606a875e80c1ad276,VIN00000000000007,1591038000,Driver07,7.706009427186415,44.91816108850477,97.0,20.01,56,6,2020-06-01T21:00:00,2000,33000
38,6012ce7606a875e80c1ad27b,VIN00000000000007,1591039800,Driver07,7.691853556719321,45.01217286632024,104.0,20.01,14,6,2020-06-01T21:30:00,12000,39000
39,6012ce7606a875e80c1ad280,VIN00000000000007,1591043400,Driver07,-1.0,-1.0,96.0,20.01,43,2,2020-06-01T22:30:00,30000,52000
40,6012ce7606a875e80c1ad285,VIN00000000000007,1591047000,Driver07,-1.0,-1.0,101.0,20.01,64,2,2020-06-01T23:30:00,12000,49000
41,6012ce7606a875e80c1ad28a,VIN00000000000007,1591050600,Driver07,-1.0,-1.0,119.0,20.01,33,2,2020-06-02T00:30:00,22000,18000
42,6012ce7606a875e80c1ad28f,VIN00000000000007,1591052400,Driver07,-1.0,-1.0,135.0,20.01,76,2,2020-06-02T01:00:00,8000,13000
43,6012ce7606a875e80c1ad294,VIN00000000000007,1591054200,Driver07,7.777515718939242,45.53649466234263,121.0,20.01,43,4,2020-06-02T01:30:00,9000,13000
44,6012ce7606a875e80c1ad299,VIN00000000000007,1591056000,Driver07,7.799793355408272,45.60204284514578,133.0,20.01,94,3,2020-06-02T02:00:00,12000,14000
45,6012ce7606a875e80c1ad29e,VIN00000000000007,1591057800,Driver07,-1.0,-1.0,145.0,20.01,17,2,2020-06-02T02:30:00,8000,39000
46,6012ce7606a875e80c1ad2a3,VIN00000000000007,1591066800,Driver07,-1.0,-1.0,136.0,20.01,71,1,2020-06-02T05:00:00,41000,53000
47,6012ce7606a875e80c1ad2a8,VIN00000000000007,1591068600,Driver07,-1.0,-1.0,130.0,20.01,26,1,2020-06-02T05:30:00,9000,19000
48,6012ce7606a875e80c1ad2ae,VIN00000000000007,1591072200,Driver07,7.707053568816436,45.38628023630952,138.0,20.01,77,6,2020-06-02T06:30:00,21000,27000
49,6012ce7606a875e80c1ad2b3,VIN00000000000007,1591074000,Driver07,7.691044122609137,45.349884592968046,146.0,20.01,46,5,2020-06-02T07:00:00,9000,28000
50,6012ce7606a875e80c1ad2b8,VIN00000000000007,1591077600,Driver07,7.652547484398624,45.22441130938817,119.0,20.01,31,4,2020-06-02T08:00:00,20000,80000
51,6012ce7606a875e80c1ad2bd,VIN00000000000007,1591081200,Driver07,-1.0,-1.0,105.0,20.01,57,2,2020-06-02T09:00:00,14000,63000
52,6012ce7606a875e80c1ad2c2,VIN00000000000007,1591083000,Driver07,7.697101640163478,45.08174486661255,110.0,20.01,79,3,2020-06-02T09:30:00,8000,19000
53,6012ce7606a875e80c1ad2c7,VIN00000000000007,1591106400,Driver07,-1.0,-1.0,66.0,20.01,25,2,2020-06-02T16:00:00,81000,321000
54,6012ce7606a875e80c1ad2cc,VIN00000000000007,1591110000,Driver07,7.697537439983427,44.92440344372137,47.0,20.01,19,4,2020-06-02T17:00:00,5000,30000
55,6012ce7606a875e80c1ad2d1,VIN00000000000007,1591115400,Driver07,7.619149525300258,45.30413555872249,48.0,20.01,61,6,2020-06-02T18:30:00,20000,117000
56,6012ce7606a875e80c1ad2d6,VIN00000000000007,1591119000,Driver07,7.606217206272598,45.54719560858192,38.0,20.01,16,6,2020-06-02T19:30:00,3000,48000
57,6012ce7606a875e80c1ad2db,VIN00000000000007,1591126200,Driver07,7.553009907217032,45.98755966685868,28.0,20.01,48,6,2020-06-02T21:30:00,41000,152000
58,6012ce7606a875e80c1ad2e0,VIN00000000000007,1591128000,Driver07,7.539198154055785,45.98735993884758,28.0,20.01,99,5,2020-06-02T22:00:00,6000,38000
59,6012ce7606a875e80c1ad2e5,VIN00000000000007,1591138800,Driver07,7.548503560886727,45.81814505583007,43.0,20.01,12,5,2020-06-03T01:00:00,47000,135000
60,6012ce7606a875e80c1ad2ea,VIN00000000000007,1591144200,Driver07,-1.0,-1.0,48.0,20.01,76,1,2020-06-03T02:30:00,27000,45000
61,6012ce7606a875e80c1ad2ef,VIN00000000000007,1591146000,Driver07,7.523793012486681,46.37156322079285,63.0,20.01,54,4,2020-06-03T03:00:00,10000,26000
62,6012ce7606a875e80c1ad2f4,VIN00000000000007,1591149600,Driver07,7.481451952803318,46.37223938027217,55.0,20.01,87,4,2020-06-03T04:00:00,16000,70000
63,6012ce7606a875e80c1ad2f9,VIN00000000000007,1591151400,Driver07,7.473617777153398,46.32290589669402,64.0,20.01,40,3,2020-06-03T04:30:00,14000,30000
64,6012ce7606a875e80c1ad2fe,VIN00000000000007,1591153200,Driver07,7.51135913840079,46.35018211089953,82.0,20.01,37,4,2020-06-03T05:00:00,12000,50000
65,6012ce7606a875e80c1ad303,VIN00000000000007,1591156800,Driver07,-1.0,-1.0,73.0,20.01,68,1,2020-06-03T06:00:00,19000,58000
66,6012ce7606a875e80c1ad308,VIN00000000000007,1591158600,Driver07,7.488264225998371,46.03296986840325,63.0,20.01,57,3,2020-06-03T06:30:00,3000,13000
67,6012ce7606a875e80c1ad30d,VIN00000000000007,1591164000,Driver07,7.5361997605071105,46.2059685590385,61.0,20.01,54,4,2020-06-03T08:00:00,19000,83000
68,6012ce7606a875e80c1ad312,VIN00000000000007,1591167600,Driver07,-1.0,-1.0,57.0,20.01,61,1,2020-06-03T09:00:00,21000,52000
69,6012ce7606a875e80c1ad317,VIN00000000000007,1591169400,Driver07,7.5446612133206274,46.21174756978338,40.0,20.01,19,5,2020-06-03T09:30:00,9000,51000
70,6012ce7606a875e80c1ad31c,VIN00000000000007,1591171200,Driver07,-1.0,-1.0,51.0,20.01,25,1,2020-06-03T10:00:00,0,21000
71,6012ce7606a875e80c1ad321,VIN00000000000007,1591183800,Driver07,7.46691485532545,46.323069889840056,60.0,20.01,98,3,2020-06-03T13:30:00,66000,188000
72,6012ce7606a875e80c1ad326,VIN00000000000007,1591189200,Driver07,7.497412991090975,46.39250640857607,33.0,20.01,11,6,2020-06-03T15:00:00,31000,107000
73,6012ce7606a875e80c1ad32b,VIN00000000000007,1591196400,Driver07,-1.0,-1.0,43.0,20.01,62,2,2020-06-03T17:00:00,12000,184000
74,6012ce7606a875e80c1ad330,VIN00000000000007,1591201800,Driver07,-1.0,-1.0,29.0,20.01,40,2,2020-06-03T18:30:00,17000,71000
75,6012ce7606a875e80c1ad335,VIN00000000000007,1591205400,Driver07,7.402653428780458,45.958732315047385,7.0,20.01,63,3,2020-06-03T19:30:00,8000,70000
76,6012ce7606a875e80c1ad33a,VIN00000000000007,1591207200,Driver07,-1.0,-1.0,9.0,20.01,58,1,2020-06-03T20:00:00,8000,43000
77,6012ce7606a875e80c1ad33f,VIN00000000000007,1591209000,Driver07,7.382095218143156,46.19315254922491,5.0,20.01,62,4,2020-06-03T20:30:00,1000,10000
78,6012ce7606a875e80c1ad344,VIN00000000000007,1591210800,Driver07,7.418458774638881,46.08376442306987,0.0,20.01,66,4,2020-06-03T21:00:00,0,51000
79,6012ce7606a875e80c1ad349,VIN00000000000007,1591216200,Driver07,7.410712043169225,45.98764888914823,0.0,20.01,43,4,2020-06-03T22:30:00,19000,54000
80,6012ce7606a875e80c1ad34e,VIN00000000000007,1591219800,Driver07,7.3979028891079155,45.595901406290025,25.0,20.01,89,6,2020-06-03T23:30:00,14000,98000
81,6012ce7606a875e80c1ad353,VIN00000000000007,1591223400,Driver07,7.447975431898103,45.39580903490856,6.0,20.01,56,5,2020-06-04T00:30:00,13000,39000
82,6012ce7606a875e80c1ad358,VIN00000000000007,1591232400,Driver07,-1.0,-1.0,0.0,20.01,67,2,2020-06-04T03:00:00,24000,219000
83,6012ce7606a875e80c1ad35d,VIN00000000000007,1591241400,Driver07,7.601312590085902,44.814541558935694,0.0,20.01,76,6,2020-06-04T05:30:00,32000,115000
84,6012ce7606a875e80c1ad362,VIN00000000000007,1591243200,Driver07,-1.0,-1.0,0.0,20.01,81,1,2020-06-04T06:00:00,15000,46000
85,6012ce7606a875e80c1ad367,VIN00000000000007,1591245000,Driver07,7.598241541309781,44.87136455701816,0.0,20.01,23,3,2020-06-04T06:30:00,4000,3000
86,6012ce7606a875e80c1ad36c,VIN00000000000007,1591252200,Driver07,7.642698738001405,44.87657560373779,0.0,20.01,97,6,2020-06-04T08:30:00,32000,103000
87,6012ce7606a875e80c1ad371,VIN00000000000007,1591257600,Driver07,-1.0,-1.0,0.0,20.01,80,1,2020-06-04T10:00:00,18000,139000
88,6012ce7606a875e80c1ad376,VIN00000000000007,1591261200,Driver07,7.622397622324788,44.47347151026162,0.0,20.01,28,6,2020-06-04T11:00:00,11000,69000
89,6012ce7606a875e80c1ad37b,VIN00000000000007,1591264800,Driver07,7.5714834109632605,44.52889660747012,0.0,20.01,70,3,2020-06-04T12:00:00,29000,80000
90,6012ce7606a875e80c1ad380,VIN00000000000007,1591266600,Driver07,7.554983967298512,44.426875922911,0.0,20.01,68,5,2020-06-04T12:30:00,10000,31000
91,6012ce7606a875e80c1ad385,VIN00000000000007,1591277400,Driver07,7.512461159623579,44.90230863945636,0.0,20.01,28,5,2020-06-04T15:30:00,63000,155000
92,6012ce7606a875e80c1ad38a,VIN00000000000007,1591281000,Driver07,-1.0,-1.0,0.0,20.01,17,1,2020-06-04T16:30:00,25000,58000
93,6012ce7606a875e80c1ad38f,VIN00000000000007,1591282800,Driver07,7.442798210248394,44.7403380395849,0.0,20.01,86,6,2020-06-04T17:00:00,14000,35000
94,6012ce7606a875e80c1ad394,VIN00000000000007,1591286400,Driver07,7.438648329660161,44.8504086960807,2.0,20.01,83,6,2020-06-04T18:00:00,12000,37000
95,6012ce7706a875e80c1ad399,VIN00000000000007,1591290000,Driver07,7.438148608981949,44.95974262431619,0.0,20.01,85,4,2020-06-04T19:00:00,20000,45000
96,6012ce7706a875e80c1ad39e,VIN00000000000007,1591291800,Driver07,7.441579019893217,45.04433225016304,0.0,20.01,22,4,2020-06-04T19:30:00,5000,3000
97,6012ce7706a875e80c1ad3a3,VIN00000000000007,1591293600,Driver07,-1.0,-1.0,0.0,20.01,25,1,2020-06-04T20:00:00,7000,46000
98,6012ce7706a875e80c1ad3a8,VIN00000000000007,1591300800,Driver07,7.491613076572989,44.96323206939508,0.0,20.01,36,6,2020-06-04T22:00:00,16000,115000
99,6012ce7706a875e80c1ad3ad,VIN00000000000007,1591306200,Driver07,-1.0,-1.0,0.0,20.01,68,1,2020-06-04T23:30:00,16000,65000
100,6012ce7706a875e80c1ad3b2,VIN00000000000007,1591317000,Driver07,7.417382417933518,45.11840466855916,0.0,20.01,30,3,2020-06-05T02:30:00,67000,72000
101,6012ce7706a875e80c1ad3b7,VIN00000000000007,1591318800,Driver07,-1.0,-1.0,0.0,20.01,45,2,2020-06-05T03:00:00,8000,22000
102,6012ce7706a875e80c1ad3bc,VIN00000000000007,1591322400,Driver07,7.449718278201261,45.4288496577496,0.0,20.01,51,5,2020-06-05T04:00:00,22000,60000
103,6012ce7706a875e80c1ad3c1,VIN00000000000007,1591335000,Driver07,7.496691446962279,45.74605666998881,0.0,20.01,20,4,2020-06-05T07:30:00,81000,199000
104,6012ce7706a875e80c1ad3c6,VIN00000000000007,1591340400,Driver07,-1.0,-1.0,0.0,20.01,14,1,2020-06-05T09:00:00,28000,87000
105,6012ce7706a875e80c1ad3cb,VIN00000000000007,1591351200,Driver07,7.506149992206192,45.6396944364817,0.0,20.01,35,4,2020-06-05T12:00:00,46000,160000
106,6012ce7706a875e80c1ad3d0,VIN00000000000007,1591354800,Driver07,7.504831400293457,45.76874111336495,0.0,20.01,59,4,2020-06-05T13:00:00,11000,70000
107,6012ce7706a875e80c1ad3d5,VIN00000000000007,1591362000,Driver07,7.5282513264597055,45.92533094628529,0.0,20.01,32,3,2020-06-05T15:00:00,33000,139000
108,6012ce7706a875e80c1ad3da,VIN00000000000007,1591369200,Driver07,7.488758159307333,46.29902048946386,0.0,20.01,31,6,2020-06-05T17:00:00,32000,84000
109,6012ce7706a875e80c1ad3df,VIN00000000000007,1591374600,Driver07,7.537235694688323,46.41778152754864,0.0,20.01,43,3,2020-06-05T18:30:00,36000,115000
110,6012ce7706a875e80c1ad3e4,VIN00000000000007,1591380000,Driver07,7.529931782566545,46.64383762137479,0.0,20.01,75,5,2020-06-05T20:00:00,21000,71000
111,6012ce7706a875e80c1ad3e9,VIN00000000000007,1591385400,Driver07,7.500020568718099,46.81153391737229,0.0,20.01,78,4,2020-06-05T21:30:00,27000,55000
112,6012ce7706a875e80c1ad3ee,VIN00000000000007,1591387200,Driver07,7.4682031645646205,46.82344477689968,0.0,20.01,35,3,2020-06-05T22:00:00,11000,7000
113,6012ce7706a875e80c1ad3f3,VIN00000000000007,1591389000,Driver07,7.506886314400558,46.894944187669616,0.0,20.01,30,5,2020-06-05T22:30:00,15000,10000
114,6012ce7706a875e80c1ad3f8,VIN00000000000007,1591394400,Driver07,-1.0,-1.0,0.0,20.01,69,1,2020-06-06T00:00:00,23000,80000
115,6012ce7706a875e80c1ad3fd,VIN00000000000007,1591396200,Driver07,7.567013292829994,46.784122884324844,0.0,20.01,57,6,2020-06-06T00:30:00,7000,34000
116,6012ce7706a875e80c1ad402,VIN00000000000007,1591401600,Driver07,7.575820414616899,47.065455681260296,0.0,20.01,50,5,2020-06-06T02:00:00,4000,100000
117,6012ce7706a875e80c1ad407,VIN00000000000007,1591410600,Driver07,7.533978613172544,47.27885773442272,0.0,20.01,13,5,2020-06-06T04:30:00,37000,157000
118,6012ce7706a875e80c1ad40c,VIN00000000000007,1591412400,Driver07,-1.0,-1.0,0.0,20.01,40,1,2020-06-06T05:00:00,6000,33000
119,6012ce7706a875e80c1ad411,VIN00000000000007,1591417800,Driver07,-1.0,-1.0,0.0,20.01,71,2,2020-06-06T06:30:00,13000,56000
120,6012ce7706a875e80c1ad416,VIN00000000000007,1591421400,Driver07,-1.0,-1.0,0.0,20.01,20,1,2020-06-06T07:30:00,17000,69000
121,6012ce7706a875e80c1ad41b,VIN00000000000007,1591428600,Driver07,7.474928096719303,47.13276125506625,2.0,20.01,77,5,2020-06-06T09:30:00,18000,96000
122,6012ce7706a875e80c1ad420,VIN00000000000007,1591432200,Driver07,7.539817196924964,47.24502891533059,19.0,20.01,87,3,2020-06-06T10:30:00,13000,93000
123,6012ce7706a875e80c1ad425,VIN00000000000007,1591435800,Driver07,-1.0,-1.0,21.0,20.01,26,2,2020-06-06T11:30:00,17000,65000
124,6012ce7706a875e80c1ad42a,VIN00000000000007,1591439400,Driver07,7.590473342138357,47.52420400465696,37.0,20.01,31,5,2020-06-06T12:30:00,12000,63000
125,6012ce7706a875e80c1ad42f,VIN00000000000007,1591441200,Driver07,7.5990029335172355,47.58255810137533,20.0,20.01,22,5,2020-06-06T13:00:00,8000,11000
126,6012ce7706a875e80c1ad434,VIN00000000000007,1591448400,Driver07,7.535862681874347,47.41432072374002,0.0,20.01,73,3,2020-06-06T15:00:00,31000,143000
127,6012ce7706a875e80c1ad439,VIN00000000000007,1591453800,Driver07,7.545500062024983,47.31132800364114,0.0,20.01,13,4,2020-06-06T16:30:00,17000,90000
128,6012ce7706a875e80c1ad43e,VIN00000000000007,1591457400,Driver07,7.51971842349355,47.23686671531827,0.0,20.01,16,4,2020-06-06T17:30:00,21000,13000
129,6012ce7706a875e80c1ad443,VIN00000000000007,1591459200,Driver07,7.559504095145189,47.23374365001352,0.0,20.01,97,5,2020-06-06T18:00:00,16000,46000
130,6012ce7706a875e80c1ad448,VIN00000000000007,1591461000,Driver07,-1.0,-1.0,0.0,20.01,89,2,2020-06-06T18:30:00,10000,1000
131,6012ce7706a875e80c1ad44d,VIN00000000000007,1591462800,Driver07,7.628635878418055,47.43627196301996,0.0,20.01,31,5,2020-06-06T19:00:00,13000,11000
132,6012ce7706a875e80c1ad452,VIN00000000000007,1591464600,Driver07,7.653550133505557,47.58928503183324,0.0,20.01,55,6,2020-06-06T19:30:00,11000,38000
133,6012ce7706a875e80c1ad457,VIN00000000000007,1591479000,Driver07,-1.0,-1.0,0.0,20.01,53,1,2020-06-06T23:30:00,64000,142000
134,6012ce7706a875e80c1ad45c,VIN00000000000007,1591482600,Driver07,-1.0,-1.0,0.0,20.01,43,1,2020-06-07T00:30:00,13000,58000
135,6012ce7706a875e80c1ad461,VIN00000000000007,1591489800,Driver07,-1.0,-1.0,4.0,20.01,68,2,2020-06-07T02:30:00,27000,154000
136,6012ce7706a875e80c1ad466,VIN00000000000007,1591491600,Driver07,7.73804793106449,47.42447692273039,13.0,20.01,65,6,2020-06-07T03:00:00,8000,5000
137,6012ce7706a875e80c1ad46b,VIN00000000000007,1591493400,Driver07,-1.0,-1.0,1.0,20.01,35,2,2020-06-07T03:30:00,2000,49000
138,6012ce7706a875e80c1ad470,VIN00000000000007,1591495200,Driver07,7.761621561411616,47.55169722417919,0.0,20.01,52,3,2020-06-07T04:00:00,4000,19000
139,6012ce7706a875e80c1ad475,VIN00000000000007,1591498800,Driver07,-1.0,-1.0,15.0,20.01,12,2,2020-06-07T05:00:00,25000,72000
140,6012ce7706a875e80c1ad47a,VIN00000000000007,1591504200,Driver07,7.750430308581467,47.50466375460908,11.0,20.01,80,5,2020-06-07T06:30:00,17000,86000
141,6012ce7706a875e80c1ad47f,VIN00000000000007,1591509600,Driver07,7.802314344496796,47.28457415546736,8.0,20.01,49,3,2020-06-07T08:00:00,14000,60000
142,6012ce7706a875e80c1ad484,VIN00000000000007,1591511400,Driver07,-1.0,-1.0,6.0,20.01,76,1,2020-06-07T08:30:00,0,21000
143,6012ce7706a875e80c1ad489,VIN00000000000007,1591513200,Driver07,7.813134967088939,47.28706983108388,9.0,20.01,44,5,2020-06-07T09:00:00,5000,41000
144,6012ce7706a875e80c1ad48e,VIN00000000000007,1591516800,Driver07,7.785100658067722,47.1490690732326,0.0,20.01,31,5,2020-06-07T10:00:00,5000,81000
145,6012ce7706a875e80c1ad493,VIN00000000000007,1591518600,Driver07,-1.0,-1.0,0.0,20.01,84,1,2020-06-07T10:30:00,6000,21000
146,6012ce7706a875e80c1ad498,VIN00000000000007,1591522200,Driver07,7.79844869455963,47.04745085029504,0.0,20.01,50,5,2020-06-07T11:30:00,7000,18000
147,6012ce7706a875e80c1ad49d,VIN00000000000007,1591540200,Driver07,-1.0,-1.0,0.0,20.01,22,1,2020-06-07T16:30:00,101000,326000
148,6012ce7706a875e80c1ad4a2,VIN00000000000007,1591542000,Driver07,-1.0,-1.0,0.0,20.01,52,1,2020-06-07T17:00:00,16000,1000
149,6012ce7706a875e80c1ad4a7,VIN00000000000007,1591545600,Driver07,-1.0,-1.0,0.0,20.01,31,1,2020-06-07T18:00:00,15000,50000
150,6012ce7706a875e80c1ad4ac,VIN00000000000007,1591547400,Driver07,7.798860434288303,47.12120254070457,0.0,20.01,12,3,2020-06-07T18:30:00,16000,14000
151,6012ce7706a875e80c1ad4b1,VIN00000000000007,1591549200,Driver07,7.784679431224477,47.309754819480254,0.0,20.01,87,6,2020-06-07T19:00:00,16000,8000
152,6012ce7706a875e80c1ad4b6,VIN00000000000007,1591554600,Driver07,-1.0,-1.0,0.0,20.01,15,2,2020-06-07T20:30:00,40000,71000
153,6012ce7706a875e80c1ad4bb,VIN00000000000007,1591563600,Driver07,7.905479968637834,47.0607026077819,0.0,20.01,62,6,2020-06-07T23:00:00,45000,174000
154,6012ce7706a875e80c1ad4c0,VIN00000000000007,1591565400,Driver07,7.935790568242384,47.14922647688073,0.0,20.01,47,3,2020-06-07T23:30:00,2000,42000
155,6012ce7706a875e80c1ad4c5,VIN00000000000007,1591570800,Driver07,7.8773755954549936,47.05009321087537,0.0,20.01,52,3,2020-06-08T01:00:00,40000,28000
156,6012ce7706a875e80c1ad4ca,VIN00000000000007,1591574400,Driver07,7.874333025547068,47.2722742567111,0.0,20.01,48,3,2020-06-08T02:00:00,27000,59000
157,6012ce7706a875e80c1ad4cf,VIN00000000000007,1591581600,Driver07,7.828912344469351,47.06763661037525,0.0,20.01,63,5,2020-06-08T04:00:00,48000,107000
158,6012ce7706a875e80c1ad4d4,VIN00000000000007,1591585200,Driver07,7.781109364130265,47.00057625579186,0.0,20.01,16,4,2020-06-08T05:00:00,9000,55000
159,6012ce7706a875e80c1ad4d9,VIN00000000000007,1591587000,Driver07,7.743029852899571,47.0855386763991,0.0,20.01,21,3,2020-06-08T05:30:00,6000,17000
160,6012ce7706a875e80c1ad4de,VIN00000000000007,1591588800,Driver07,7.751617906931686,46.99183574026938,0.0,20.01,73,5,2020-06-08T06:00:00,11000,0
161,6012ce7706a875e80c1ad4e3,VIN00000000000007,1591592400,Driver07,7.736883474717159,47.01500325854837,0.0,20.01,81,5,2020-06-08T07:00:00,20000,8000
162,6012ce7706a875e80c1ad4e8,VIN00000000000007,1591594200,Driver07,7.762771482188737,47.17989047945296,0.0,20.01,26,3,2020-06-08T07:30:00,8000,48000
163,6012ce7706a875e80c1ad4ed,VIN00000000000007,1591596000,Driver07,7.72882479242449,47.23861007096551,0.0,20.01,31,6,2020-06-08T08:00:00,11000,8000
164,6012ce7706a875e80c1ad4f2,VIN00000000000007,1591603200,Driver07,7.714639764660949,47.25108629371878,0.0,20.01,40,3,2020-06-08T10:00:00,9000,116000
165,6012ce7706a875e80c1ad4f7,VIN00000000000007,1591610400,Driver07,7.713944109462174,47.61535037735163,0.0,20.01,76,6,2020-06-08T12:00:00,33000,112000
